	methanotrophy	acetoclastic_methanogenesis	methanogenesis_by_disproportionation_of_methyl_groups	methanogenesis_using_formate	methanogenesis_by_CO2_reduction_with_H2	methanogenesis_by_reduction_of_methyl_compounds_with_H2	hydrogenotrophic_methanogenesis	methanogenesis	methanol_oxidation	methylotrophy	aerobic_ammonia_oxidation	aerobic_nitrite_oxidation	nitrification	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	sulfite_respiration	thiosulfate_respiration	respiration_of_sulfur_compounds	arsenate_detoxification	arsenate_respiration	dissimilatory_arsenate_reduction	arsenite_oxidation_detoxification	arsenite_oxidation_energy_yielding	dissimilatory_arsenite_oxidation	anammox	nitrate_denitrification	nitrite_denitrification	nitrous_oxide_denitrification	denitrification	chitinolysis	knallgas_bacteria	dark_hydrogen_oxidation	nitrogen_fixation	nitrate_ammonification	nitrite_ammonification	nitrite_respiration	cellulolysis	xylanolysis	dark_sulfide_oxidation	dark_sulfur_oxidation	dark_thiosulfate_oxidation	dark_oxidation_of_sulfur_compounds	manganese_oxidation	manganese_respiration	ligninolysis	fermentation	aerobic_chemoheterotrophy	invertebrate_parasites	human_pathogens_septicemia	human_pathogens_pneumonia	human_pathogens_nosocomia	human_pathogens_meningitis	human_pathogens_gastroenteritis	human_pathogens_diarrhea	human_pathogens_all	fish_parasites	human_gut	mammal_gut	animal_parasites_or_symbionts	plant_pathogen	oil_bioremediation	aromatic_hydrocarbon_degradation	aromatic_compound_degradation	aliphatic_non_methane_hydrocarbon_degradation	hydrocarbon_degradation	dark_iron_oxidation	iron_respiration	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	intracellular_parasites	chlorate_reducers	predatory_or_exoparasitic	chloroplasts	cyanobacteria	anoxygenic_photoautotrophy_H2_oxidizing	anoxygenic_photoautotrophy_S_oxidizing	anoxygenic_photoautotrophy_Fe_oxidizing	anoxygenic_photoautotrophy	oxygenic_photoautotrophy	photoautotrophy	aerobic_anoxygenic_phototrophy	photoheterotrophy	phototrophy	plastic_degradation	ureolysis	reductive_acetogenesis	chemoheterotrophy	harmful_algae
SB081216TAWCSCB54D25BR2TR1I191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12510.198531411475	12510.198531411475	26924.12292629861	0.0	26924.12292629861	23932.55371226543	0.0	0.0	0.0	0.0	23932.55371226543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18765.297797117215	0.0	0.0	19581.180310035357	0.0	0.0	0.0	8158.825129181398	644275.224367691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32363.33967908621	32363.33967908621	0.0	0.0	20940.984498232254	24204.514549904812	20940.984498232254	0.0	20397.062822953496	0.0	19853.141147674734	83763.93799292902	124558.063638836	0.0	22844.710361707916	0.0	22844.710361707916	124558.063638836	147402.77400054393	0.0	0.0	147402.77400054393	0.0	0.0	0.0	658145.2270872995	0.0
SB081216TAWCSCB53D25BR2TR2I189	224.72471222752128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25418.86189417963	25643.586606407152	64845.564183874754	174.78588728807213	65020.35007116283	84646.30827236635	0.0	0.0	2422.0330095632853	0.0	84646.30827236635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	948.8376738495343	948.8376738495343	948.8376738495343	948.8376738495343	549.327074333941	0.0	374.5411870458688	399.5105995155934	0.0	0.0	948.8376738495343	549.327074333941	0.0	24569.901870208992	0.0	0.0	36330.495143449276	0.0	0.0	0.0	11985.317985467802	574795.87505306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3595.5953956403405	0.0	0.0	0.0	4594.371894429323	0.0	0.0	0.0	1448.225923244026	41648.97999950061	41873.70471172813	174.78588728807213	149.81647481834753	26642.363105196135	29963.294963669505	26642.363105196135	149.81647481834753	20050.43821318884	0.0	12784.33918449899	41124.62233763639	124697.24587380458	0.0	10062.67322529901	0.0	10062.67322529901	124697.24587380458	134759.9190991036	0.0	0.0	134759.9190991036	0.0	699.1435491522885	0.0	608404.7042373093	0.0
SB081216TAWCSCB53D25BR2TR1I189	780.1529099703541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24028.709627086908	24808.862537057263	63660.4774535809	0.0	63660.477453580905	59291.62115774692	0.0	0.0	2808.5504758932752	0.0	59291.62115774692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2808.5504758932752	2808.5504758932752	2808.5504758932752	2808.5504758932752	0.0	0.0	0.0	0.0	0.0	0.0	2808.5504758932752	0.0	0.0	21220.15915119363	0.0	0.0	27773.443594944605	0.0	0.0	0.0	6241.223279762833	623498.2056483071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	936.1834919644251	0.0	0.0	0.0	936.1834919644251	0.0	0.0	0.0	2808.5504758932752	42284.2877203932	43064.440630363555	0.0	0.0	24028.709627086908	25276.954283039475	24028.709627086908	0.0	16539.24169137151	0.0	8425.651427679826	37135.27851458886	126696.83257918552	0.0	7021.376189733189	0.0	7021.376189733189	126696.83257918552	133718.2087689187	0.0	0.0	133718.2087689187	0.0	0.0	0.0	655016.3832111094	0.0
SB081216TAWCSCB54D25BR1TR1I190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15713.460427498554	15713.460427498554	29636.04852686308	0.0	29636.048526863084	23859.04101675332	0.0	0.0	288.85037550548816	0.0	23859.041016753323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310.8030040439053	0.0	0.0	4217.2154823801275	0.0	0.0	0.0	15540.150202195262	673541.3056036973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2137.4927787406123	0.0	288.85037550548816	288.85037550548816	3350.6643558636624	0.0	0.0	0.0	0.0	39976.89196995956	39976.89196995956	0.0	0.0	3350.6643558636624	11149.624494511841	3350.6643558636624	0.0	26920.854997111495	0.0	29809.35875216638	83419.98844598497	98093.58752166378	0.0	8723.281340265743	0.0	8723.281340265743	98093.58752166378	106816.86886192951	0.0	0.0	106816.86886192951	0.0	0.0	0.0	695840.5545927209	0.0
SB081216TAWCSCB61D11BR1TR1I192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14056.224899598394	14056.224899598394	32128.5140562249	0.0	32128.5140562249	23092.369477911645	0.0	0.0	0.0	0.0	23092.369477911645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	560240.9638554216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41164.65863453815	41164.65863453815	0.0	0.0	0.0	0.0	0.0	0.0	10040.160642570281	0.0	18072.289156626506	17068.273092369476	314257.0281124498	0.0	11044.17670682731	0.0	11044.17670682731	314257.0281124498	325301.20481927716	0.0	0.0	325301.20481927716	0.0	0.0	0.0	574297.18875502	0.0
SB081216TAWCSCB64D10BR2TR1I199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25817.55593803787	25817.55593803787	12621.916236374065	0.0	12621.916236374065	25243.832472748138	0.0	0.0	0.0	0.0	25243.832472748138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27538.726333907056	464142.2834193919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2868.617326448652	0.0	0.0	0.0	2868.617326448652	0.0	0.0	0.0	0.0	45324.15375788869	45324.15375788869	0.0	0.0	0.0	27538.726333907056	0.0	0.0	16064.25702811245	0.0	16064.257028112448	38439.47217441193	395869.191049914	0.0	5737.234652897304	0.0	5737.234652897304	395869.191049914	401606.4257028113	0.0	0.0	401606.4257028113	0.0	0.0	0.0	489959.83935742977	0.0
SB081216TAWCSCB62D9BR2TR1I195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25412.960609911053	25412.960609911053	32401.524777636594	0.0	32401.524777636594	25412.960609911053	0.0	0.0	0.0	0.0	25412.960609911053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3176.6200762388817	0.0	0.0	0.0	0.0	537484.1168996188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42566.70902160101	42566.70902160101	0.0	0.0	0.0	0.0	0.0	0.0	15247.776365946633	0.0	29224.90470139771	52096.56925031766	257941.5501905972	0.0	21601.016518424396	0.0	21601.016518424396	257941.5501905972	279542.5667090216	0.0	0.0	279542.5667090216	0.0	0.0	0.0	562897.0775095299	0.0
SB081216TAWCSCB63D11BR2TR1I196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13648.031052400926	13648.031052400926	35356.53915983222	0.0	35356.53915983222	26889.125399111	0.0	0.0	375.6338821761723	0.0	26889.125399111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.5598823013836	0.0	0.0	0.0	0.0	0.0	0.0	109.5598823013836	109.5598823013836	3646.778939460339	0.0	0.0	6260.564702936204	0.0	0.0	0.0	29706.379515432287	644650.3474613411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2394.665998873098	0.0	0.0	0.0	2801.602704563952	0.0	0.0	0.0	469.5423527202154	32633.19351405497	32633.19351405497	0.0	0.0	4679.772115444814	31287.17210292368	4679.772115444814	0.0	20894.634696049587	0.0	23226.69504789332	102610.65548112441	115491.76735741562	0.0	9688.223877793776	0.0	9688.223877793778	115491.76735741562	125179.99123520941	0.0	0.0	125179.99123520943	0.0	0.0	0.0	659769.6112189319	0.0
SB081216TAWCSCB72D20BR2TR1I203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26508.74224478285	0.0	26508.74224478285	16356.457980823463	0.0	0.0	0.0	0.0	16356.457980823463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2820.078962210942	0.0	0.0	2820.078962210942	0.0	0.0	0.0	2820.078962210942	621545.4032712916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40045.12126339538	40045.12126339538	0.0	0.0	2820.078962210942	5640.157924421884	2820.078962210942	0.0	7332.205301748449	0.0	14664.410603496899	181613.08516638464	115059.22165820643	0.0	14100.39481105471	0.0	14100.39481105471	115059.22165820643	129159.61646926115	0.0	0.0	129159.61646926115	0.0	0.0	0.0	621545.4032712916	0.0
SB081216TAWCSCB72D20BR1TR1I204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45041.63512490538	45041.63512490538	13673.35352006056	0.0	13673.35352006056	7049.583648750946	0.0	0.0	0.0	0.0	7049.583648750946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.62528387585162	0.0	0.0	0.0	1324.7539742619228	537424.2997728994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2129.0688872066617	0.0	0.0	0.0	2460.257380772143	0.0	0.0	0.0	0.0	38749.05374716124	38749.05374716124	0.0	0.0	0.0	1324.7539742619228	0.0	0.0	15187.358062074185	0.0	4636.63890991673	108771.76381529144	262774.41332324	0.0	4731.264193792581	0.0	4731.264193792581	262774.41332324	267505.6775170326	0.0	0.0	267505.6775170326	0.0	0.0	0.0	582749.8107494323	0.0
SB081216TAWCSCB73D12BR1TR1I205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12342.857142857141	12342.857142857141	30563.26530612245	0.0	30563.26530612245	22106.12244897959	261.2244897959184	0.0	653.0612244897959	261.2244897959184	22367.34693877551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	653.0612244897959	653.0612244897959	653.0612244897959	653.0612244897959	0.0	0.0	555.1020408163266	0.0	0.0	0.0	653.0612244897959	0.0	0.0	1110.2040816326532	0.0	0.0	3069.3877551020414	0.0	0.0	0.0	19004.081632653062	535510.2040816327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	751.0204081632653	0.0	0.0	0.0	1371.4285714285716	0.0	0.0	0.0	653.0612244897959	38955.10204081633	38955.10204081633	0.0	0.0	2677.5510204081634	16391.83673469388	2677.5510204081634	0.0	9665.30612244898	0.0	9110.204081632653	209991.83673469385	162710.20408163266	0.0	3526.530612244898	0.0	3526.530612244898	162710.20408163266	166236.73469387754	0.0	0.0	166236.73469387754	0.0	0.0	0.0	549844.8979591837	0.0
SB081216TAWCSCB43CD26BR1TR1I184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59615.797381412325	59615.797381412325	85694.3550118051	0.0	85694.3550118051	85855.33376261001	5312.298776561494	0.0	3863.4900193174503	9444.086713887102	91167.63253917149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6439.15003219575	482.9362524146813	0.0	0.0	0.0	0.0	0.0	26185.876797596055	0.0	536.5958360163125	26185.876797596055	0.0	0.0	0.0	48722.90191028117	461418.75939042715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.27666881305	0.0	0.0	0.0	1126.8512556342562	0.0	0.0	0.0	0.0	23127.28053230307	23127.28053230307	858.5533376261	0.0	26293.195964799314	28010.302640051515	26293.195964799314	268.2979180081563	26185.876797596055	0.0	20927.23760463619	51352.2215067611	99592.1871646276	858.5533376261	66323.24533161623	858.5533376261	66323.24533161623	99592.1871646276	165915.43249624383	0.0	858.5533376261	165915.43249624383	0.0	0.0	0.0	565625.670744795	0.0
SB081216TAWCSCB62D9BR1TR1I194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23413.744171903505	23413.744171903505	36488.95195621326	0.0	36488.951956213255	19866.207176160555	0.0	0.0	810.8655990269613	0.0	19866.207176160555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	608.149199270221	0.0	0.0	2128.5221974457736	0.0	0.0	0.0	15406.446381512267	505473.34279343195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	405.43279951348063	0.0	0.0	0.0	1114.9401986620717	0.0	0.0	0.0	0.0	42671.80214879384	42671.80214879384	0.0	0.0	1317.6565984188119	14899.655382120416	1317.6565984188119	0.0	14899.655382120414	0.0	31725.11656192986	61524.42732617069	296168.66004459764	0.0	7804.581390634503	0.0	7804.581390634503	296168.66004459764	303973.2414352321	0.0	0.0	303973.2414352321	0.0	0.0	0.0	530711.5345631461	0.0
SB081216TAWCSCB42CD26BR1TR1I183	0.0	0.0	518.0521240137084	0.0	199.2508169283494	0.0	199.2508169283494	717.3029409420578	47860.04622618953	47860.04622618953	82609.38869849365	0.0	82609.38869849365	134135.64995616482	8806.886108233044	0.0	3546.664541324619	12313.700486171992	142942.53606439786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.40065354267952	0.0	14903.961106240537	2112.0586594405036	0.0	0.0	0.0	159.40065354267952	0.0	27137.96126564119	0.0	916.5537578704073	27536.462899497885	0.0	0.0	0.0	83007.89033235036	399577.5882681119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.0521240137084	0.0	0.0	0.0	0.0	14346.058818841157	14505.459472383836	1952.6580058978243	0.0	27496.612736112216	30365.824499880448	27496.612736112216	478.2019606280386	32238.78217900693	0.0	28692.117637682313	24946.202279429348	107396.19032438034	1952.6580058978243	90818.52235594166	1952.6580058978243	90818.52235594166	107396.19032438034	198214.712680322	0.0	1952.6580058978243	198214.712680322	0.0	0.0	0.0	521080.73643101944	0.0
SB081216TAWCSCB71D20BR2TR1I201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9049.77375565611	9049.77375565611	23378.58220211162	0.0	23378.58220211162	45248.86877828054	0.0	0.0	0.0	0.0	45248.86877828054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15082.956259426848	632730.0150829563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32428.355957767726	32428.355957767726	0.0	0.0	4524.886877828055	18099.54751131222	4524.886877828055	0.0	15837.104072398193	0.0	21116.138763197585	91251.88536953244	157616.89291101057	0.0	5279.034690799397	0.0	5279.034690799397	157616.89291101057	162895.92760180996	0.0	0.0	162895.92760180996	0.0	0.0	0.0	643288.0844645551	0.0
SB081216TAWCSCB42CD26BR2TR1I612	0.0	0.0	179.19862375456958	0.0	286.7177980073113	0.0	286.7177980073113	465.9164217618809	52290.1584115834	52290.1584115834	103182.56755788114	0.0	103182.56755788114	179019.42513081498	15733.639165651206	0.0	4981.721740377034	20822.880080280982	194753.06429646618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21969.75127231023	1827.8259622966095	0.0	0.0	0.0	0.0	0.0	29173.535947243927	0.0	716.7944950182782	29388.574295749408	0.0	0.0	0.0	113217.69048813704	264604.68783599744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.9164217618809	0.0	0.0	0.0	1146.8711920292453	0.0	0.0	0.0	0.0	14694.287147874704	14694.287147874704	1827.8259622966095	0.0	29352.734570998495	33940.21933911547	29352.734570998495	430.07669701096694	18564.97742097341	0.0	36556.51924593219	10931.116049028742	130743.31589133396	1576.9478890402122	138054.6197405204	1576.9478890402122	138054.6197405204	130743.31589133396	268797.9356318544	0.0	1576.9478890402122	268797.93563185434	0.0	0.0	0.0	419217.26041144005	0.0
SB081216TAWCSCB32D10BR1TR2I621	6179.438932603489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89462.8806021211	95642.31953472461	169667.29387615464	256.5856996236743	169923.87957577832	9750.256585699624	16977.420458433113	0.0	256.5856996236743	16891.89189189189	26727.67704413274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.40711597673624	0.0	363.49640780020525	192.43927471775575	0.0	0.0	0.0	470.40711597673624	0.0	64.14642490591858	0.0	0.0	705.6106739651043	0.0	0.0	0.0	25594.423537461516	319513.3424563805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2031.3034553540883	0.0	0.0	0.0	2715.5319876838867	0.0	0.0	0.0	0.0	40369.483407458094	46548.92234006158	192.43927471775575	0.0	1646.4249059185768	4597.160451590832	1646.4249059185768	0.0	11247.006500171057	0.0	17020.184741703728	49093.39719466302	187328.94286691755	0.0	119611.70030790284	0.0	119611.70030790284	187328.94286691755	306940.6431748204	0.0	0.0	306940.64317482046	0.0	0.0	0.0	435511.4608279165	0.0
SB081216TAWCSCB41CD31BR1TR1I182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50485.656200587306	50485.656200587306	92613.50801897448	0.0	92613.50801897448	116444.54483849109	6324.824937881183	0.0	2258.86604924328	8583.690987124462	122769.36977637226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13440.252992997515	1129.43302462164	0.0	0.0	0.0	0.0	0.0	12875.536480686695	0.0	1920.036141856788	13553.196295459678	0.0	0.0	0.0	70928.393946239	319177.77275807544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19200.361418567878	19200.361418567878	1920.036141856788	0.0	12197.87666591371	14230.856110232662	12197.87666591371	0.0	18070.92839394624	0.0	27445.222498305848	31172.351479557263	121865.82335667495	1920.036141856788	188276.4852044274	1920.036141856788	188276.4852044274	121865.82335667495	310142.3085611023	0.0	1920.036141856788	310142.30856110237	0.0	0.0	0.0	432346.96182516374	0.0
SB081216TAWCSCB22D11BR1TR2I617	7344.940152339501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221073.6307580704	228418.57091040988	31420.021762785636	1360.1741022850924	32780.19586507073	12060.210373594487	4579.2528110264775	0.0	544.069640914037	4579.2528110264775	16367.428364163949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.37395719985494	317.37395719985494	317.37395719985494	317.37395719985494	1632.208922742111	0.0	0.0	997.4610083424012	0.0	0.0	317.37395719985494	1632.208922742111	0.0	0.0	0.0	0.0	1042.8001450852375	0.0	0.0	0.0	11561.479869423285	350788.9009793253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2402.97424737033	0.0	0.0	0.0	5622.052956111716	0.0	0.0	0.0	362.71309394269133	12286.906057308668	19631.84620964817	0.0	0.0	3581.791802684077	7027.566195139645	3581.791802684077	0.0	16458.10663764962	0.0	31238.66521581429	116476.24229234677	194731.5923104824	0.0	5848.748639825897	0.0	5848.748639825897	194731.5923104824	200580.3409503083	0.0	362.71309394269133	200943.05404425098	0.0	0.0	0.0	586960.4642727602	0.0
SB081216TAWCSCB41CD31BR1TR2I618	465.9108557229383	0.0	103.53574571620852	0.0	129.41968214526065	0.0	129.41968214526065	232.95542786146916	42061.39669720971	42527.30755293265	99057.8247139825	0.0	99057.8247139825	130765.64683957136	8438.163275870993	0.0	3986.126210074028	11699.539265931566	139203.81011544238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	776.5180928715639	776.5180928715639	776.5180928715639	776.5180928715639	0.0	0.0	12993.736087384168	2458.973960759952	0.0	0.0	776.5180928715639	0.0	0.0	19076.46114821142	0.0	1449.5004400269193	20318.890096805924	0.0	0.0	0.0	92379.76911528705	229383.44463425997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.9823471553555	0.0	0.0	0.0	1138.8932028782938	0.0	0.0	0.0	776.5180928715639	17730.49645390071	18196.40730962365	1785.991613604597	0.0	19154.11295749858	22907.283739711136	19154.112957498575	465.9108557229384	14676.191955272558	0.0	36496.35036496351	17031.6301703163	111197.39089920795	1785.991613604597	264016.1515763317	1785.991613604597	264016.1515763317	111197.39089920795	375213.5424755397	0.0	1785.991613604597	375213.5424755397	0.0	103.53574571620852	0.0	354584.0451415851	0.0
SB081216TAWCSCB22D11BR2TR1I175	4380.87195186319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219835.32143988175	224216.19339174495	29082.655969597803	1372.3213343185896	30454.977303916396	7019.9514409374015	4116.964002955769	0.0	316.6895386889053	4116.964002955769	11136.91544389317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	580.5974875963263	0.0	0.0	686.1606671592948	0.0	0.0	0.0	580.5974875963263	0.0	0.0	0.0	0.0	263.9079489074211	0.0	0.0	0.0	8128.364826348568	343238.6783489919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1583.4476934445265	0.0	0.0	0.0	4116.964002955769	0.0	0.0	0.0	0.0	8339.491185474506	12720.363137337696	0.0	0.0	3219.6769766705374	4803.124670115064	3219.6769766705374	0.0	23804.496991449378	0.0	26549.139660086563	165206.3760160456	165575.847144516	0.0	4275.308772300222	0.0	4275.308772300222	165575.847144516	169851.1559168162	0.0	369.4711284703895	170220.6270452866	0.0	0.0	0.0	574633.1679510187	0.0
SB081216TAWCSCB33CD24BR1TR1I181	900.865614351181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44808.27229642396	45709.13791077514	112177.35302181661	0.0	112177.35302181663	74497.66949982375	5091.849124593632	0.0	3446.7901766479968	6149.387019701539	79589.51862441737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1880.0673690807255	1880.0673690807255	1880.0673690807255	1880.0673690807255	0.0	0.0	7285.2610551878115	4347.655790999177	0.0	0.0	1880.0673690807255	0.0	0.0	10732.051231835809	0.0	2075.9077200266343	12533.78246053817	0.0	0.0	0.0	46179.15475304531	216051.0751635267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1018.3698249187262	0.0	0.0	0.0	1253.3782460538168	0.0	0.0	0.0	1880.0673690807255	8616.975441619992	9517.841055971172	0.0	0.0	12181.269828835535	12729.62281148408	12181.269828835535	0.0	32783.67474834515	0.0	18173.984567780346	73165.95511339157	95452.58705103601	0.0	294073.8709803768	0.0	294073.8709803768	95452.58705103601	389526.4580314128	0.0	0.0	389526.4580314128	0.0	0.0	0.0	301202.4597548079	0.0
SB081216TAWCSCB31D13BR1TR1I177	5613.344329458087	0.0	0.0	0.0	0.0	0.0	0.0	79.81058288329032	119928.7025459576	125542.04687541569	61640.37351352789	638.4846630663226	62278.858176594214	7236.159514751656	4549.203224347549	0.0	372.4493867886882	4549.203224347549	11785.362739099204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	425.65644204421505	0.0	266.0352762776344	133.0176381388172	0.0	0.0	0.0	425.65644204421505	0.0	2287.903375987656	0.0	0.0	3352.0444810981944	0.0	0.0	0.0	9364.44172497273	417036.89909281966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2234.696320732129	0.0	0.0	0.0	3032.8021495650323	0.0	0.0	0.0	106.41411051105376	37324.749261752106	42938.0935912102	133.0176381388172	0.0	718.2952459496129	1755.8328234323872	718.2952459496129	0.0	17159.27531990742	0.0	16973.050626513075	94362.71249567693	218042.51243714913	0.0	29529.91566681742	0.0	29529.91566681742	218042.51243714913	247572.42810396658	0.0	0.0	247572.42810396658	0.0	106.41411051105376	0.0	550826.0395328421	0.0
SB081216TAWCSCB22D11BR1TR1I176	7290.9634487414405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171626.9649918025	178917.9284405439	43822.93374481628	1948.114572282766	45771.048317099034	10242.067701803453	4127.688301668435	0.0	520.7831034815315	4127.688301668435	14369.756003471886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.72957855145144	115.72957855145144	115.72957855145144	115.72957855145144	925.8366284116115	0.0	0.0	1658.7906259041374	0.0	0.0	115.72957855145144	1002.9896807792458	0.0	77.15305236763429	0.0	0.0	617.2244189410744	0.0	0.0	0.0	10049.185070884367	369138.77905294625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2700.3568328672004	0.0	0.0	0.0	5034.236666988138	0.0	0.0	0.0	77.15305236763429	12826.694956119201	20117.658404860646	0.0	0.0	3279.0047256244575	5902.208506124023	3279.0047256244575	0.0	26289.902594271385	0.0	27389.33359051017	122384.02931815988	161249.87944835567	0.0	48201.36946667953	0.0	48201.36946667953	161249.87944835567	209451.2489150352	0.0	405.05352493008	209856.30243996528	0.0	482.2065772977143	0.0	556022.7601504484	0.0
